,All-Star,Position,Player,Age,Conference,PPG,RPG,APG,BPG,SPG,GP,W%
12881,False,F/C,Tony Farmer 1997-98,28,East,2.2917,1.2083,0.2083,0.125,0.375,24.0,0.6
12882,False,F/C,Jamie Feick 1997-98,23,East,1.7143,2.8095,0.3333,0.4286,0.5238,21.0,0.5
12883,False,F/C,Duane Ferrell 1997-98,32,West,1.8966,0.7241,0.2759,0.069,0.3793,29.0,0.186
12884,False,F/C,Danny Ferry 1997-98,31,East,4.7727,2.2045,1.0,0.3182,0.4318,44.0,0.5909
12885,False,F/C,Danny Fortson 1997-98,21,West,9.6591,5.5227,0.8409,0.3636,0.3864,44.0,0.0909
12886,False,F/C,Greg Foster 1997-98,29,West,5.439,2.878,0.5122,0.3415,0.2195,41.0,0.6744
12887,False,F/C,Rick Fox 1997-98,28,West,11.7209,4.093,2.6977,0.5116,1.1628,43.0,0.7442
12888,False,F/C,Adonal Foyle 1997-98,22,West,3.6176,3.8824,0.2941,1.1765,0.3235,34.0,0.186
12889,False,F/C,Todd Fuller 1997-98,23,West,3.9583,3.2917,0.2083,0.375,0.0417,24.0,0.186
12890,False,F/C,Lawrence Funderburke 1997-98,27,West,11.25,4.7917,1.375,0.3333,0.4583,24.0,0.4222
12891,False,F/C,Dean Garrett 1997-98,31,West,7.6364,8.8182,1.0909,1.5455,0.6818,44.0,0.0909
12892,False,F/C,Chris Gatling 1997-98,30,East,12.8571,6.2857,0.8571,0.7143,0.9048,21.0,0.5778
12893,False,F/C,Matt Geiger 1997-98,28,East,9.0222,5.5333,0.9333,0.8222,0.8222,45.0,0.6
12894,False,F/C,Armen Gilliam 1997-98,33,East,9.3864,5.25,0.8409,0.4318,0.7273,44.0,0.5
12895,False,F/C,Brian Grant 1997-98,25,West,12.7778,9.5556,1.5926,0.8889,0.9259,27.0,0.5581
12896,False,F/C,Harvey Grant 1997-98,32,East,2.1471,2.0294,0.4118,0.2059,0.1765,34.0,0.5
12897,False,F/C,Horace Grant 1997-98,32,East,12.05,7.825,2.375,1.175,0.925,40.0,0.4565
12898,False,F/C,A.C. Green 1997-98,34,West,6.5,8.0682,1.5227,0.1364,0.7955,44.0,0.1818
12899,False,F/C,Derek Grimm 1997-98,23,West,1.5556,0.4444,0.0,0.1111,0.3333,9.0,0.4222
12900,False,F/C,Tom Gugliotta 1997-98,28,West,20.0732,8.6829,4.0732,0.5366,1.4878,41.0,0.5814
12901,False,F/C,Jack Haley 1997-98,34,East,1.5714,0.9286,0.0,0.0714,0.0,14.0,0.5778
12902,False,F/C,Darvin Ham 1997-98,24,East,2.2439,1.9268,0.3415,0.4146,0.2439,41.0,0.5
12903,False,F/C,Tom Hammonds 1997-98,30,West,4.3077,3.8077,0.5769,0.2308,0.1538,26.0,0.5814
12904,False,F/C,Othella Harrington 1997-98,24,West,6.0606,3.8485,0.3939,0.5758,0.1515,33.0,0.4884
12905,False,F/C,Alan Henderson 1997-98,25,East,11.2727,6.0606,0.8788,0.6061,0.3939,33.0,0.6087
12906,False,F/C,Cedric Henderson 1997-98,22,East,9.7955,3.9318,2.1364,0.4318,1.1818,44.0,0.5909
12907,False,F/C,Mark Hendrickson 1997-98,23,West,4.0,4.4286,1.0714,0.2857,0.7857,14.0,0.4222
12908,False,F/C,Carl Herrera 1997-98,31,West,2.7407,1.5185,0.5185,0.1852,0.4074,27.0,0.6957
12909,False,F/C,Tyrone Hill 1997-98,29,East,10.0,10.4444,1.5278,0.5556,1.1667,36.0,0.5
12910,False,F/C,Jerald Honeycutt 1997-98,23,East,1.4167,0.8333,0.5833,0.0,0.1667,12.0,0.5
12911,False,F/C,Robert Horry 1997-98,27,West,7.075,7.2,2.425,1.525,1.5,40.0,0.7442
12912,False,F/C,Juwan Howard 1997-98,24,East,19.7273,7.0455,3.4318,0.3409,1.2955,44.0,0.5
12913,False,F/C,Stephen Howard 1997-98,27,West,2.2222,1.2222,0.1111,0.1111,0.2222,9.0,0.7778
12914,False,F/C,Zydrunas Ilgauskas 1997-98,22,East,12.25,8.8864,0.75,1.5682,0.6591,44.0,0.5909
12915,False,F/C,Henry James 1997-98,32,East,3.2174,0.5217,0.1304,0.0435,0.0435,23.0,0.5909
12916,False,F/C,Eddie Johnson 1997-98,38,West,8.3056,1.9444,0.8889,0.0278,0.4722,36.0,0.4884
12917,False,F/C,Ervin Johnson 1997-98,30,East,7.5581,7.5116,0.7442,1.6977,0.9767,43.0,0.5
12918,False,F/C,Larry Johnson 1997-98,28,East,14.3529,5.2647,2.5882,0.1765,0.6765,34.0,0.5581
12919,False,F/C,Charles Jones 1997-98,40,West,0.8667,1.0667,0.2667,0.4,0.0,15.0,0.4884
12920,False,F/C,Dontae' Jones 1997-98,22,East,2.3333,1.0,0.3333,0.3333,0.1667,6.0,0.4545
12921,False,F/C,Popeye Jones 1997-98,27,East,8.5714,7.2857,1.2857,0.2143,0.7143,14.0,0.2273
12922,False,F/C,Adam Keefe 1997-98,27,West,7.0488,5.2683,1.2439,0.2927,0.6098,41.0,0.6744
12923,False,F/C,Jerome Kersey 1997-98,35,West,5.3889,3.7222,1.3333,0.5556,1.2778,18.0,0.7778
12924,False,F/C,Joe Kleine 1997-98,36,East,2.3077,1.6923,0.5385,0.0769,0.1538,26.0,0.7174
12925,False,F/C,Travis Knight 1997-98,23,East,7.3947,5.4211,1.4211,1.1579,0.7895,38.0,0.4545
12926,False,F/C,Toni Kukoč 1997-98,29,East,12.8444,4.0222,4.1778,0.3333,1.1333,45.0,0.7174
12927,False,F/C,Christian Laettner 1997-98,28,East,14.8261,7.587,3.0435,1.1304,1.1087,46.0,0.6087
12928,False,F/C,Andrew Lang 1997-98,31,East,3.3548,3.0323,0.2903,0.5161,0.3226,31.0,0.5
12929,False,F/C,Priest Lauderdale 1997-98,24,West,4.0909,2.5758,0.5758,0.4848,0.1818,33.0,0.0909
12930,False,F/C,Jason Lawson 1997-98,23,East,2.1667,1.5,0.3333,0.3333,0.5,6.0,0.4565
12931,False,F/C,Alton Lister 1997-98,39,West,0.0,1.3333,0.3333,0.3333,0.3333,3.0,0.5581
12932,False,F/C,Horacio Llamas Grey 1997-98,24,West,2.0,2.3333,0.0,0.0,0.0,3.0,0.6744
12933,False,F/C,Grant Long 1997-98,31,East,3.5833,3.8056,0.6389,0.3333,0.75,36.0,0.4667
12934,False,F/C,Luc Longley 1997-98,29,East,11.2045,6.0909,2.9318,1.1591,0.5682,44.0,0.7174
12935,False,F/C,George Lynch 1997-98,27,West,7.5652,4.1739,1.4348,0.5,0.9565,46.0,0.2826
12936,False,F/C,Sam Mack 1997-98,27,West,10.4103,2.3333,1.6154,0.2564,0.5897,39.0,0.2826
12937,False,F/C,Rick Mahorn 1997-98,39,East,1.913,2.5217,0.3478,0.1304,0.3043,23.0,0.4667
12938,False,F/C,Danny Manning 1997-98,31,West,14.4595,5.7027,1.7297,0.7838,0.8649,37.0,0.6744
12939,False,F/C,Donyell Marshall 1997-98,24,West,15.2927,9.0244,1.9268,0.9024,1.3659,41.0,0.186
12940,False,F/C,Jamal Mashburn 1997-98,25,East,14.625,4.775,2.725,0.275,0.925,40.0,0.6279
12941,False,F/C,Anthony Mason 1997-98,31,East,12.9111,10.2889,4.1556,0.1778,0.8444,45.0,0.6
12942,False,F/C,Tony Massenburg 1997-98,30,West,3.5556,2.6667,0.2593,0.2222,0.3704,27.0,0.2826
12943,False,F/C,Bob McCann 1997-98,33,East,0.0,1.0,0.0,0.0,0.0,1.0,0.2273
12944,False,F/C,Walter McCarty 1997-98,23,East,10.7273,4.7955,2.2727,0.5909,1.2955,44.0,0.4545
12945,False,F/C,Xavier McDaniel 1997-98,34,East,1.25,1.55,0.45,0.1,0.15,20.0,0.5778
12946,False,F/C,Michael McDonald 1997-98,28,East,0.0,1.0,0.0,0.0,0.0,1.0,0.6
12947,False,F/C,Antonio McDyess 1997-98,23,West,13.9535,7.1395,1.2093,1.5116,1.186,43.0,0.6744
12948,False,F/C,Tracy McGrady 1997-98,18,East,4.9286,2.75,0.8571,0.4643,0.5714,28.0,0.2273
12949,False,F/C,Jim McIlvaine 1997-98,25,West,3.1667,3.1905,0.2857,1.8095,0.2857,42.0,0.7778
12950,False,F/C,Derrick McKey 1997-98,31,East,5.8889,3.3333,1.3333,0.2222,0.7222,18.0,0.7209
12951,False,F/C,Anthony Miller 1997-98,26,East,1.4286,1.2857,0.0,0.0,0.5,14.0,0.6087
12952,False,F/C,Oliver Miller 1997-98,27,East,7.9333,6.8,2.8667,1.2333,0.8333,30.0,0.2273
12953,False,F/C,Chris Mills 1997-98,28,East,9.4651,5.1163,1.6744,0.2326,0.5581,43.0,0.5581
12954,False,F/C,Terry Mills 1997-98,30,East,4.6944,3.0278,0.6667,0.1944,0.4167,36.0,0.6279
12955,False,F/C,Sam Mitchell 1997-98,34,West,9.9302,3.5349,1.0233,0.2093,0.7209,43.0,0.5814
12956,False,F/C,Chris Morris 1997-98,32,West,2.2381,1.6667,0.2381,0.1429,0.3333,21.0,0.6744
12957,False,F/C,Alonzo Mourning 1997-98,27,East,16.0,8.7143,0.7143,2.2857,0.5238,21.0,0.6279
12958,False,F/C,Chris Mullin 1997-98,34,East,12.0233,2.907,2.5349,0.5349,1.1395,43.0,0.7209
12959,False,F/C,Lamond Murray 1997-98,24,West,14.5682,6.0455,1.75,0.75,1.1364,44.0,0.2174
12960,False,F/C,Tracy Murray 1997-98,26,East,13.4348,3.3913,1.2174,0.3478,0.7391,46.0,0.5
12961,False,F/C,Ivano Newbill 1997-98,27,West,1.5,2.25,0.375,0.1875,0.4375,16.0,0.2826
12962,False,F/C,Johnny Newman 1997-98,34,West,12.9211,1.6316,1.6053,0.2105,0.7632,38.0,0.0909
12963,False,F/C,Jeff Nordgaard 1997-98,24,East,1.375,1.375,0.25,0.0,0.125,8.0,0.5
12964,False,F/C,Jermaine O'Neal 1997-98,19,West,3.1111,2.1852,0.1852,0.7037,0.1111,27.0,0.5581
12965,False,F/C,Charles Oakley 1997-98,34,East,8.3095,8.1667,2.2857,0.2143,1.381,42.0,0.5581
12966,False,F/C,Hakeem Olajuwon 1997-98,35,West,14.8182,9.1818,2.1818,2.8182,2.1818,11.0,0.4884
12967,False,F/C,Greg Ostertag 1997-98,24,West,5.3415,6.3659,0.3659,2.3415,0.4634,41.0,0.6744
12968,False,F/C,Bo Outlaw 1997-98,26,East,8.4783,7.2174,1.6522,1.8913,1.3478,46.0,0.4565
12969,False,F/C,Billy Owens 1997-98,28,West,10.25,7.3636,3.0227,0.6136,1.0909,44.0,0.4222
12970,False,F/C,Cherokee Parks 1997-98,25,West,7.1463,5.5122,0.7073,1.1707,0.439,41.0,0.5814
12971,False,F/C,Will Perdue 1997-98,32,West,3.9302,5.814,0.6512,0.5349,0.2093,43.0,0.6957
12972,False,F/C,Sam Perkins 1997-98,36,West,6.5,2.9318,1.2955,0.5,0.6818,44.0,0.7778
12973,False,F/C,Chuck Person 1997-98,33,West,6.4359,3.2821,1.1795,0.1282,0.4615,39.0,0.6957
12974,False,F/C,Scottie Pippen 1997-98,32,East,18.8182,5.1818,6.3636,1.0,1.4545,11.0,0.7174
12975,False,F/C,Scot Pollard 1997-98,22,East,2.25,2.1667,0.0833,0.3333,0.25,12.0,0.4667
12976,False,F/C,Olden Polynice 1997-98,33,West,9.9091,7.75,1.5455,0.7045,0.7273,44.0,0.4222
12977,False,F/C,Mark Pope 1997-98,25,East,1.75,1.2,0.25,0.2,0.1,20.0,0.7209
12978,False,F/C,Vitaly Potapenko 1997-98,22,East,7.2326,3.9302,0.6744,0.4186,0.3023,43.0,0.5909
12979,False,F/C,Bryant Reeves 1997-98,24,West,13.3636,7.4773,2.1136,0.8636,0.4318,44.0,0.2826
12980,False,F/C,Don Reid 1997-98,24,East,2.2258,1.4839,0.0968,0.4194,0.3871,31.0,0.4667
12981,False,F/C,J.R. Reid 1997-98,29,East,4.7955,2.3864,0.6364,0.25,0.2727,44.0,0.6
12982,False,F/C,Eric Riley 1997-98,27,West,2.9167,2.9167,0.3333,0.8333,0.3333,12.0,0.1818
12983,False,F/C,Stanley Roberts 1997-98,27,West,4.7561,4.4634,0.1707,0.8293,0.1951,41.0,0.5814
12984,False,F/C,Clifford Robinson 1997-98,31,West,11.9286,4.6667,1.7619,0.9048,1.0714,42.0,0.6744
12985,False,F/C,Glenn Robinson 1997-98,25,East,23.2381,5.5952,2.9048,0.619,1.4286,42.0,0.5
12986,False,F/C,Dennis Rodman 1997-98,36,East,4.8636,15.6818,2.75,0.1818,0.5682,44.0,0.7174
12987,False,F/C,Rodney Rogers 1997-98,26,West,14.8,5.3778,2.8,0.4889,1.1333,45.0,0.2174
12988,False,F/C,Sean Rooks 1997-98,28,West,3.5,3.0625,0.625,0.5625,0.0625,32.0,0.7442
12989,False,F/C,Malik Rose 1997-98,23,West,2.7333,1.6333,0.3333,0.0667,0.4667,30.0,0.6957
12990,False,F/C,Clifford Rozier 1997-98,25,West,1.0,1.0,0.0,0.0,0.0,6.0,0.5814
12991,False,F/C,Bryon Russell 1997-98,27,West,7.9767,3.8605,1.3953,0.3256,1.1395,43.0,0.6744
12992,False,F/C,Arvydas Sabonis 1997-98,33,West,15.375,10.025,2.725,1.15,0.975,40.0,0.5581
12993,False,F/C,Kevin Salvadori 1997-98,27,West,0.3125,1.25,0.1875,0.6875,0.0,16.0,0.4222
12994,False,F/C,Danny Schayes 1997-98,38,East,3.359,1.9487,0.3077,0.2564,0.4103,39.0,0.4565
12995,False,F/C,Detlef Schrempf 1997-98,35,West,16.1778,6.9556,4.4667,0.3111,0.7333,45.0,0.7778
12996,False,F/C,Shawnelle Scott 1997-98,25,East,1.0417,1.25,0.1667,0.125,0.0417,24.0,0.5909
12997,False,F/C,Reggie Slater 1997-98,27,East,7.65,3.95,1.025,0.45,0.6,40.0,0.2273
12998,False,F/C,Felton Spencer 1997-98,30,West,2.575,4.275,0.3,0.65,0.4,40.0,0.186
12999,False,F/C,Joe Stephens 1997-98,25,West,3.5,0.25,0.25,0.0,0.25,4.0,0.4884
13000,False,F/C,Kebu Stewart 1997-98,24,East,4.3333,4.3333,0.3333,0.0,0.0,3.0,0.3256
13001,False,F/C,Michael Stewart 1997-98,22,West,5.2444,7.0889,0.7778,2.8222,0.4444,45.0,0.4222
13002,False,F/C,Ed Stokes 1997-98,26,East,0.75,1.0,0.25,0.5,0.25,4.0,0.2273
13003,False,F/C,Mark Strickland 1997-98,27,East,4.375,3.3333,0.375,0.6667,0.3333,24.0,0.6279
13004,False,F/C,Derek Strong 1997-98,29,East,12.7727,7.0455,0.9091,0.2273,0.6818,22.0,0.4565
13005,False,F/C,Johnny Taylor 1997-98,23,East,1.125,0.625,0.0,0.125,0.25,8.0,0.4565
13006,False,F/C,Maurice Taylor 1997-98,21,West,10.5952,3.9048,0.6429,0.6905,0.4286,42.0,0.2174
13007,False,F/C,Kurt Thomas 1997-98,25,West,7.4,4.8,0.6,0.0,0.2,5.0,0.1818
13008,False,F/C,Tim Thomas 1997-98,20,East,10.825,3.475,1.15,0.35,0.575,40.0,0.3256
13009,False,F/C,Keith Van Horn 1997-98,22,East,19.5357,6.1071,1.2143,0.3929,1.0714,28.0,0.5778
13010,False,F/C,Loy Vaught 1997-98,29,West,7.5,6.5,0.7,0.2,0.4,10.0,0.2174
13011,False,F/C,Stojko Vranković 1997-98,34,West,3.5,4.5227,0.6818,1.0455,0.2273,44.0,0.2174
13012,False,F/C,Samaki Walker 1997-98,21,West,8.9024,7.3659,0.5854,0.9756,0.7317,41.0,0.1818
13013,False,F/C,Ben Wallace 1997-98,23,East,1.3548,3.0323,0.0645,0.6452,0.3548,31.0,0.5
13014,False,F/C,John Wallace 1997-98,23,East,13.6136,4.3409,1.3182,1.2045,0.7273,44.0,0.2273
13015,False,F/C,Rasheed Wallace 1997-98,23,West,14.1395,6.4186,2.4419,1.3953,1.0233,43.0,0.5581
13016,False,F/C,Chris Webber 1997-98,24,East,21.6047,9.3721,3.6744,1.9535,1.6744,43.0,0.5
13017,False,F/C,Bubba Wells 1997-98,23,West,1.75,0.4375,0.4375,0.0625,0.25,16.0,0.1818
13018,False,F/C,Bill Wennington 1997-98,34,East,3.3333,1.375,0.2917,0.125,0.0833,24.0,0.7174
13019,False,F/C,Mark West 1997-98,37,East,0.875,1.0,0.125,0.125,0.125,8.0,0.7209
13020,False,F/C,Aaron Williams 1997-98,26,West,4.7632,2.4211,0.1842,0.7105,0.3684,38.0,0.7778
13021,False,F/C,Buck Williams 1997-98,37,East,4.7714,4.5714,0.5714,0.4286,0.4571,35.0,0.5581
13022,False,F/C,Eric Williams 1997-98,25,West,19.75,5.25,3.0,0.0,1.0,4.0,0.0909
13023,False,F/C,Herb Williams 1997-98,39,East,0.3333,0.5,0.0,0.1667,0.0,6.0,0.5581
13024,False,F/C,Hot Rod Williams 1997-98,35,West,3.5135,4.1622,0.7568,0.6486,0.5135,37.0,0.6744
13025,False,F/C,Jerome Williams 1997-98,24,East,4.6829,4.3902,0.6098,0.1707,0.6098,41.0,0.4667
13026,False,F/C,Lorenzo Williams 1997-98,28,East,1.8571,1.8571,0.2143,0.2143,0.1429,14.0,0.5
13027,False,F/C,Monty Williams 1997-98,26,West,6.0,2.1463,1.0732,0.3902,0.4634,41.0,0.6957
13028,False,F/C,Scott Williams 1997-98,29,East,3.4194,3.2581,0.5161,0.1935,0.2581,31.0,0.3256
13029,False,F/C,Travis Williams 1997-98,28,East,3.0909,2.1364,0.4545,0.1364,0.5,22.0,0.6
13030,False,F/C,Corliss Williamson 1997-98,24,West,16.4048,5.7619,3.0238,0.5714,0.9762,42.0,0.4222
13031,False,F/C,Kevin Willis 1997-98,35,West,18.0465,9.0698,1.2326,0.3953,0.7674,43.0,0.4884
13032,False,F/C,Dontonio Wingfield 1997-98,23,West,0.3333,1.3333,0.0,0.0,0.0,3.0,0.5581
13033,False,F/C,Joe Wolf 1997-98,33,West,1.5667,2.1,0.5,0.2,0.3667,30.0,0.0909
13034,False,F/C,Lorenzen Wright 1997-98,22,West,10.6053,8.6053,0.8158,1.3947,0.9211,38.0,0.2174
13035,False,F/C,Shareef Abdur-Rahim 1996-97,20,West,16.766,6.2979,1.766,1.0426,1.0,47.0,0.1667
13036,False,F/C,Rafael Addison 1996-97,32,East,2.625,1.25,0.9375,0.1875,0.125,16.0,0.5778
13037,False,F/C,Derrick Alston 1996-97,24,East,0.0,2.0,0.0,0.0,0.0,2.0,0.6977
13038,False,F/C,Ashraf Amaya 1996-97,25,East,0.7857,0.8571,0.0714,0.0,0.0,14.0,0.5
13039,False,F/C,Greg Anderson 1996-97,32,West,2.381,4.3095,0.4286,0.8333,0.619,42.0,0.2619
13040,False,F/C,Nick Anderson 1996-97,29,East,12.6154,5.3846,3.0,0.6154,1.8462,26.0,0.5122
13041,False,F/C,Shandon Anderson 1996-97,23,West,5.0,2.4444,0.4815,0.0741,0.4074,27.0,0.7045
13042,False,F/C,Isaac Austin 1996-97,27,East,8.1136,5.1136,1.0682,0.4091,0.5909,44.0,0.7273
13043,False,F/C,Benoit Benjamin 1996-97,32,East,3.25,2.25,0.25,0.0,0.25,4.0,0.3488
13044,False,F/C,Corie Blount 1996-97,28,West,2.3,2.8667,0.4667,0.4333,0.2,30.0,0.7333
13045,False,F/C,Mark Bradtke 1996-97,28,East,1.9091,1.9545,0.2273,0.0455,0.1364,22.0,0.2273
13046,False,F/C,Frank Brickowski 1996-97,37,East,4.7647,2.0,0.8824,0.2353,0.2941,17.0,0.2381
13047,False,F/C,P.J. Brown 1996-97,27,East,8.7727,7.9545,1.0682,1.2955,0.8182,44.0,0.7273
13048,False,F/C,Mark Bryant 1996-97,31,West,9.2,4.8,1.2,0.08,0.68,25.0,0.3333
13049,False,F/C,Jud Buechler 1996-97,28,East,0.925,1.225,0.575,0.1,0.25,40.0,0.8889
13050,False,F/C,Matt Bullard 1996-97,29,West,4.0769,1.3846,0.8462,0.2821,0.2308,39.0,0.7111
13051,False,F/C,Willie Burton 1996-97,28,East,6.1667,1.7083,0.4583,0.125,0.3333,24.0,0.6977
13052,False,F/C,Jason Caffey 1996-97,23,East,6.2632,2.8158,0.8684,0.0789,0.2895,38.0,0.8889
13053,False,F/C,Michael Cage 1996-97,35,East,1.9091,4.6136,0.5909,0.5227,0.5455,44.0,0.2273
13054,False,F/C,Marcus Camby 1996-97,22,East,12.963,5.1852,1.1481,1.8148,1.1481,27.0,0.3488
13055,False,F/C,Elden Campbell 1996-97,28,West,11.2667,7.8667,1.4,1.2444,0.6444,45.0,0.7333
13056,False,F/C,Antoine Carr 1996-97,35,West,6.9773,2.6591,0.8409,0.7273,0.2955,44.0,0.7045
13057,False,F/C,Duane Causwell 1996-97,28,West,2.5263,3.0526,0.4474,0.9211,0.3684,38.0,0.4222
13058,False,F/C,Tom Chambers 1996-97,37,East,0.0,1.0,0.0,0.0,0.0,1.0,0.5778
13059,False,F/C,Pete Chilcutt 1996-97,28,West,3.0,2.8929,0.6786,0.3214,0.5,28.0,0.1667
13060,False,F/C,Derrick Coleman 1996-97,29,East,17.7647,9.0294,3.5882,1.4412,0.7941,34.0,0.2273
13061,False,F/C,Marty Conlon 1996-97,29,East,5.0882,3.1765,0.9118,0.2353,0.4412,34.0,0.2381
13062,False,F/C,Terry Cummings 1996-97,35,West,5.875,2.625,0.375,0.0,0.875,8.0,0.7111
13063,False,F/C,Earl Cureton 1996-97,39,East,0.7778,1.0,0.4444,0.0,0.0,9.0,0.3488
13064,False,F/C,Michael Curry 1996-97,28,East,4.119,1.5714,0.5714,0.1429,0.5,42.0,0.7442
13065,False,F/C,Erick Dampier 1996-97,21,East,6.1795,4.8974,0.7692,1.4359,0.3333,39.0,0.4884
13066,False,F/C,Yinka Dare 1996-97,24,East,1.6207,2.4828,0.1034,0.5862,0.1379,29.0,0.2857
13067,False,F/C,Antonio Davis 1996-97,28,East,10.9767,8.0,0.7209,1.2326,0.5116,43.0,0.4884
13068,False,F/C,Ben Davis 1996-97,24,West,1.8,2.4,0.0,0.1,0.4,10.0,0.3333
13069,False,F/C,Dale Davis 1996-97,27,East,9.9268,9.9512,0.8537,1.0732,0.7805,41.0,0.4884
13070,False,F/C,Andrew DeClercq 1996-97,23,West,3.0303,3.5455,0.3939,0.3636,0.4242,33.0,0.3864
13071,False,F/C,Vlade Divac 1996-97,28,East,12.5,9.6591,3.0455,1.7955,1.0682,44.0,0.5778
13072,False,F/C,Greg Dreiling 1996-97,34,West,1.8889,1.3333,0.1111,0.1111,0.1111,9.0,0.3333
13073,False,F/C,Kevin Duckworth 1996-97,32,West,4.0,2.3077,0.6154,0.4231,0.3462,26.0,0.4048
13074,False,F/C,Chris Dudley 1996-97,31,West,3.8261,7.2391,0.4783,1.4565,0.4348,46.0,0.5435
13075,False,F/C,Sean Elliott 1996-97,28,West,15.1892,4.9189,3.2432,0.5946,0.6486,37.0,0.2619
13076,False,F/C,LaPhonso Ellis 1996-97,26,West,21.0769,6.4231,1.6923,1.0385,0.7692,26.0,0.3111
13077,False,F/C,Pervis Ellison 1996-97,29,East,2.5,4.3333,0.6667,1.5,0.8333,6.0,0.2381
13078,False,F/C,Brian Evans 1996-97,23,East,0.0,0.5,0.5,0.0,0.0,2.0,0.5122
13079,False,F/C,Duane Ferrell 1996-97,31,East,7.4333,2.2667,0.7333,0.0667,0.4667,30.0,0.4884
13080,False,F/C,Danny Ferry 1996-97,30,East,9.5349,4.0,1.9302,0.4186,0.7442,43.0,0.5581
13081,False,F/C,Greg Foster 1996-97,28,West,2.9268,1.878,0.2195,0.2927,0.0732,41.0,0.7045
13082,False,F/C,Rick Fox 1996-97,27,East,14.3095,5.9762,3.5952,0.5476,2.2857,42.0,0.2381
13083,False,F/C,Todd Fuller 1996-97,22,West,3.8372,3.2093,0.3488,0.3721,0.1163,43.0,0.3864
13084,False,F/C,Kevin Gamble 1996-97,31,West,5.5484,2.0,1.4516,0.2258,0.3871,31.0,0.4222
13085,False,F/C,Dean Garrett 1996-97,30,West,4.0968,5.6452,0.3548,1.0968,0.5806,31.0,0.4667
13086,False,F/C,Matt Geiger 1996-97,27,East,9.44,5.24,0.76,0.6,0.44,25.0,0.5778
13087,False,F/C,Armen Gilliam 1996-97,32,East,8.5227,6.6136,0.6136,0.3409,0.7273,44.0,0.4773
13088,False,F/C,Brian Grant 1996-97,24,West,12.8,8.0,0.8,1.6,1.2,5.0,0.4222
13089,False,F/C,Harvey Grant 1996-97,31,East,4.4186,3.2558,0.8837,0.6977,0.5349,43.0,0.5
13090,False,F/C,Horace Grant 1996-97,31,East,12.4848,9.1515,2.4848,0.7879,1.6364,33.0,0.5122
13091,False,F/C,Evric Gray 1996-97,27,East,2.6,0.6,0.4,0.0,0.2,5.0,0.2857
13092,False,F/C,Jeff Grayer 1996-97,31,West,6.0,2.4,1.6,0.4,0.4,5.0,0.4222
13093,False,F/C,Steve Hamer 1996-97,23,East,2.0,0.0,0.0,1.0,0.0,1.0,0.2381
13094,False,F/C,Tom Hammonds 1996-97,29,West,5.5682,4.7727,0.6591,0.3409,0.1818,44.0,0.3111
13095,False,F/C,Othella Harrington 1996-97,23,West,4.7143,3.25,0.25,0.2857,0.3929,28.0,0.7111
13096,False,F/C,Antonio Harvey 1996-97,26,West,2.5,1.6667,0.1667,0.6667,0.0,6.0,0.7111
13097,False,F/C,Mark Hendrickson 1996-97,22,East,1.6154,1.4615,0.0,0.0769,0.0,13.0,0.2273
13098,False,F/C,Carl Herrera 1996-97,30,West,5.2632,3.4737,0.4474,0.6053,0.9211,38.0,0.2619
13099,False,F/C,Tyrone Hill 1996-97,28,East,12.05,9.225,1.25,0.45,0.825,40.0,0.5581
13100,False,F/C,Juwan Howard 1996-97,23,East,18.75,8.1818,3.8864,0.25,1.0909,44.0,0.5
13101,False,F/C,Henry James 1996-97,31,East,9.5263,1.8421,0.5263,0.0,0.4211,19.0,0.6977
13102,False,F/C,Chris Jent 1996-97,27,East,2.0,0.3333,0.3333,0.0,0.0,3.0,0.7111
13103,False,F/C,Ervin Johnson 1996-97,29,West,6.9556,10.6444,0.8,2.7111,0.8444,45.0,0.3111
13104,False,F/C,Larry Johnson 1996-97,27,East,11.9487,4.5385,2.3077,0.3846,0.8205,39.0,0.7111
13105,False,F/C,Charles Jones 1996-97,39,West,0.2857,0.7143,0.1429,0.4286,0.0,7.0,0.7111
13106,False,F/C,Popeye Jones 1996-97,26,East,7.7674,9.9302,0.8837,0.4884,0.7907,43.0,0.3488
13107,False,F/C,Adam Keefe 1996-97,26,West,3.5,3.6429,0.5952,0.1905,0.5238,42.0,0.7045
13108,False,F/C,Tim Kempton 1996-97,33,West,0.4,0.8,0.2,0.1,0.1,10.0,0.2619
13109,False,F/C,Jerome Kersey 1996-97,34,West,7.4848,4.8788,1.3939,0.6061,1.6061,33.0,0.7333
13110,False,F/C,Travis Knight 1996-97,22,West,4.1316,4.1842,0.5526,0.7368,0.3158,38.0,0.7333
13111,False,F/C,Toni Kukoč 1996-97,28,East,13.8095,4.3571,4.4286,0.5,1.0476,42.0,0.8889
13112,False,F/C,Andrew Lang 1996-97,30,East,5.9189,5.7297,0.3514,1.0,0.5946,37.0,0.4773
13113,False,F/C,Antonio Lang 1996-97,24,East,2.85,1.75,0.55,0.525,0.55,40.0,0.5581
13114,False,F/C,Priest Lauderdale 1996-97,23,East,2.0,1.3077,0.0769,0.3077,0.0,13.0,0.6977
13115,False,F/C,Martin Lewis 1996-97,21,East,1.75,0.5,0.25,0.0,0.0,4.0,0.3488
13116,False,F/C,Alton Lister 1996-97,38,East,1.7857,3.7857,0.4286,0.2857,0.1429,14.0,0.2381
13117,False,F/C,Brad Lohaus 1996-97,32,East,1.6667,1.1667,0.1667,0.0,0.1667,6.0,0.3488
